node,deg_cent,clo_cent,bet_cent
0,0.00014043628873700964,0.1691691216066394,0.0
1680,0.00037449676996535904,0.20360856677182915,0.0001342328623286044
6918,0.0002340604812283494,0.18720204711160965,5.589037413319449e-06
19642,0.0002340604812283494,0.18720204711160965,5.589037413319449e-06
1,0.00037449676996535904,0.20570449117941608,0.0
4131,0.000795805636176388,0.21073711624970404,0.0001714713474207093
5645,0.002012920138563805,0.2331561541567981,0.0004498595212309183
6356,0.004821645913303998,0.24610882613854998,0.005279888228993804
7283,0.0020597322348094747,0.23577585731156805,0.0005359052066467928
7716,0.0007489935399307181,0.20885395279716862,7.3364597223124994e-06
11389,0.003510907218425241,0.24135398660023274,0.0014400177985871713
19612,0.003557719314670911,0.23723693708701205,0.002117127515277091
21928,0.0014511749836157663,0.21668391049439067,9.258461175818929e-05
2,9.362419249133976e-05,0.2036493288590604,0.0
3335,0.002668289486003183,0.255706778707461,0.007625510568139739
4598,0.00037449676996535904,0.20989643720400103,0.00030405011704495456
3,0.00018724838498267952,0.19047703967900134,0.0
8041,0.0008894298286677277,0.19597266180450437,0.0028662523323012704
10350,0.00018724838498267952,0.19047703967900134,0.0
12415,0.00037449676996535904,0.1906351231962305,0.00016024375647363053
20592,0.0009830540211590675,0.2337224696112649,0.006596634700046145
4,0.0002340604812283494,0.19657136547256449,0.0
1694,0.0002808725774740193,0.19657317432273264,1.3067832599761144e-05
5811,0.0006085572511937084,0.20454436646016258,0.0002020622110857285
12408,0.00037449676996535904,0.20059346066445058,5.5510586232802796e-05
13191,0.0002808725774740193,0.19657317432273264,1.3067832599761144e-05
17576,0.001591611272352776,0.24188690354870124,0.00198982367459627
5,9.362419249133976e-05,0.16717142074578392,0.0
2372,0.00018724838498267952,0.17822756929032688,1.1921096847417626e-05
8339,0.00037449676996535904,0.19809527342192382,0.00017701880623968317
6,0.00014043628873700964,0.14997191800056164,4.681647919555478e-05
2095,9.362419249133976e-05,0.14997086513012406,0.0
19215,4.681209624566988e-05,0.1304143442347727,0.0
22028,0.0009362419249133976,0.17642589319634627,0.0008513375831759045
7,0.0009362419249133976,0.2133234803622964,0.00036649822841658034
915,0.00018724838498267952,0.2000374566907014,0.0
1566,0.0008894298286677277,0.22834115421205092,0.0002928340118857174
2110,0.00018724838498267952,0.1758232713564944,0.0
6348,0.00014043628873700964,0.19319887853848242,0.0
6762,0.002293792716037824,0.23418623517288253,0.005289855437921418
7145,0.00018724838498267952,0.2000374566907014,0.0
7883,0.0002340604812283494,0.19667452309052072,7.46601592373332e-07
7981,0.0002808725774740193,0.19320412057847278,8.844538512880308e-06
9735,0.0013575507911244265,0.222067445631835,0.0007548294990249762
10238,9.362419249133976e-05,0.18717088258229578,0.0
14002,0.0018724838498267952,0.2313131422507607,0.0012165833652831594
14424,0.0021533564273008145,0.24288524291935282,0.0006498184864915141
14640,0.0004213088662110289,0.19626254088420125,0.00010567518794602081
16402,0.00018724838498267952,0.19147925387449244,0.0
17482,0.00037449676996535904,0.1943943943943944,1.0252080513866634e-05
17514,0.0006085572511937084,0.20061795062029847,0.00021205208881731004
18525,0.00018724838498267952,0.1758232713564944,0.0
21417,0.0006553693474393783,0.19907554097627347,0.0001581277180868256
22498,0.0005617451549480386,0.2092959457605863,9.279846418154249e-05
22792,0.0009362419249133976,0.22710311174425651,0.00013730966203522965
8,0.0002808725774740193,0.202937376500988,0.0
251,0.002012920138563805,0.2428051829961355,0.004913562412581692
268,0.0014979870798614361,0.24097282541258222,0.0022742534090110763
7386,0.0005617451549480386,0.204309611025565,1.8858275497067547e-05
12229,0.0005149330587023687,0.20703424080014732,7.43605090437754e-05
16296,0.001123490309896077,0.24150405860673343,0.0009463165439307759
18573,0.0004213088662110289,0.2038164297299876,1.4688010311680321e-05
9,0.0002808725774740193,0.18291262800972702,2.013268872248492e-05
1506,0.0007489935399307181,0.21774407273765112,0.0004752609147998951
5955,0.0006085572511937084,0.19847257321242753,0.00019533866801851066
7123,0.0002340604812283494,0.18018489152805425,2.1482321542540683e-05
12677,0.00014043628873700964,0.17916481451971383,4.681647919555478e-05
13233,0.00018724838498267952,0.18478919049843429,1.5636565337219567e-05
14387,0.00014043628873700964,0.1699280896016291,2.4793140407476847e-06
11,0.00018724838498267952,0.16749649121431429,4.698439224715092e-05
2214,0.00037449676996535904,0.18160950810195026,0.00023795689232160636
18465,0.00014043628873700964,0.15563958529139618,0.0
18944,0.00014043628873700964,0.15563958529139618,0.0
21316,0.0002340604812283494,0.19626073774633654,7.702590406710682e-05
12,0.00032768467371968916,0.2131212961669693,0.0
3320,0.00402584027712761,0.2604709009547267,0.010440009825822773
4932,0.00032768467371968916,0.2131212961669693,0.0
8272,0.00032768467371968916,0.2131212961669693,0.0
14324,0.0006085572511937084,0.21313405435606816,2.7096315228839498e-05
18080,0.004587585432075648,0.24358038768529075,0.01442500269189677
18379,0.00037449676996535904,0.213123422425748,3.76029796142682e-06
21146,0.0005617451549480386,0.21695899899452575,8.235189773526193e-05
13,0.0004213088662110289,0.18629272078765838,3.0314679387046568e-05
14,0.00032768467371968916,0.1862894716188051,0.0
1162,0.0008894298286677277,0.19524366614265345,0.00010679138411489296
1422,0.0012171145023874169,0.21016695689816317,0.00031722339478837885
4888,0.00014043628873700964,0.16240297406813292,0.0
6525,0.0007021814436850482,0.1938827373389,3.6415892820831016e-05
8650,0.0006085572511937084,0.19188689075328316,1.3746642658826356e-05
10291,0.002387416908529164,0.22583782640871128,0.001819705520347433
11510,0.000795805636176388,0.19388625678447602,9.973417182489409e-05
20306,0.00014043628873700964,0.16240297406813292,0.0
15,0.0005617451549480386,0.21373327863767796,0.0001036815073302806
3519,0.001966108042318135,0.24087772315186504,0.0014624591079441152
5230,0.0008426177324220578,0.2218345327476453,0.00028400401157239156
5619,0.00032768467371968916,0.21120174007612832,3.3889874254177875e-05
6374,9.362419249133976e-05,0.19510279383693638,0.0
7674,0.00018724838498267952,0.2010900772844085,5.482530615488234e-07
9526,0.00018724838498267952,0.19345782543333756,1.2043841436478124e-05
14559,0.0026214773897575133,0.246344388578809,0.0030845415079337065
15677,0.000795805636176388,0.22215751323356595,0.0001916983431474179
16023,0.0005617451549480386,0.2081518508774494,0.0002888307875952536
18167,0.0014979870798614361,0.23082076327959544,0.0029540594560210636
20210,0.0002340604812283494,0.19715736040609136,1.4592971779345477e-05
22080,0.00037449676996535904,0.21643802306024437,0.0001623809927839407
16,0.0004213088662110289,0.22597399849787905,2.9105366505840573e-06
1946,0.0017320475610897855,0.245636225651404,0.001269411818664129
2669,0.0002808725774740193,0.22482529258230194,0.0
3351,0.006928190244359142,0.2777640526870116,0.012993129155704495
6558,0.0008426177324220578,0.22860506180105944,6.578465821880899e-05
8718,0.0009830540211590675,0.23799549900844494,0.00012947618461721353
10023,0.0021065443310551444,0.2559396154076559,0.00451971384398392
11303,0.0005617451549480386,0.2180819568368826,5.4717231144273804e-05
13299,0.002715101582248853,0.26171224149759875,0.002489831964027704
15937,0.0008894298286677277,0.23576544858565013,0.0005537689985473807
17,0.00014043628873700964,0.16292940386844834,0.0
7451,0.0004213088662110289,0.19268305882777406,0.0019675110899952217
7838,0.00014043628873700964,0.16292940386844834,0.0
11080,0.0004213088662110289,0.17375531750485998,0.00032812808539354007
18,9.362419249133976e-05,0.15240065634586575,0.0
7608,9.362419249133976e-05,0.15240065634586575,0.0
15312,0.00032768467371968916,0.17979968016160255,0.00015350413990351954
19,0.00018724838498267952,0.1950760688912023,0.0006952077287668385
20,4.681209624566988e-05,0.16323442884760864,0.0
5500,0.0009830540211590675,0.2202222634584854,0.0004239063685697282
20085,0.00032768467371968916,0.1639132936888548,0.0006080643602251806
21814,0.0013575507911244265,0.23844179037839044,0.0016571512283884591
21,9.362419249133976e-05,0.15804153380632846,0.0
12170,0.00037449676996535904,0.18770374405792262,0.0001478175135000918
17055,0.00032768467371968916,0.1877004454832219,5.4184555108982396e-05
22,0.00014043628873700964,0.17167747587016097,2.340823959777739e-05
9836,9.362419249133976e-05,0.14652481977625506,0.0
13971,0.00014043628873700964,0.17167747587016097,2.340823959777739e-05
14097,0.0005149330587023687,0.20725117149981082,0.00015054905789767245
23,0.0004213088662110289,0.17812799666458204,0.00010129715748017158
1023,0.00018724838498267952,0.17648856979981659,0.0
4129,0.00018724838498267952,0.17648856979981659,0.0
5595,0.00014043628873700964,0.15959060177057263,0.0
5884,0.0002340604812283494,0.16745972641398502,2.8047507032126955e-05
6175,0.0004681209624566988,0.18496359086697894,0.0003315210457673463
10320,0.0006085572511937084,0.21089523358211903,0.0004905753307397807
10525,4.681209624566988e-05,0.15119686310037797,0.0
17700,0.00037449676996535904,0.1908497199167344,5.3606757427787e-05
20696,0.0002340604812283494,0.15959775567990794,3.380277012732172e-06
25,0.0004213088662110289,0.16211949881229745,0.0
2588,0.0004213088662110289,0.16211949881229745,0.0
10074,0.0006553693474393783,0.1790912139503689,2.9105584144573712e-05
10357,0.0004213088662110289,0.16211949881229745,0.0
14128,0.0008426177324220578,0.19347184233883385,0.00022812047640668358
14617,0.0004213088662110289,0.16211949881229745,0.0
20110,0.0006553693474393783,0.1790912139503689,2.9105584144573712e-05
20358,0.0006553693474393783,0.1790912139503689,2.9105584144573712e-05
22938,0.0004213088662110289,0.16211949881229745,0.0
22939,0.0004213088662110289,0.16211949881229745,0.0
26,9.362419249133976e-05,0.19061811237920173,0.0
4612,0.00037449676996535904,0.2034573074908329,1.156828607694425e-05
18921,0.002012920138563805,0.2346544224262929,0.002428419896563476
27,0.00014043628873700964,0.17994659388609505,5.092286829745033e-06
1161,0.0002808725774740193,0.17995114143711566,2.7145624847580092e-05
6155,0.0004213088662110289,0.21767972690681203,0.0022253677178549684
13176,0.0002808725774740193,0.17093702488597262,2.8648379944961297e-05
28,0.0004681209624566988,0.19651349983901384,4.338247906021964e-05
6721,0.0002340604812283494,0.18224318998097547,0.0
8794,0.0004681209624566988,0.19896799672143362,0.000260580255570493
9020,0.0016384233685984458,0.23755351681957187,0.0024651540256492572
10984,0.0002340604812283494,0.18224318998097547,0.0
17647,0.0002340604812283494,0.19224262059035277,0.0
19625,0.00037449676996535904,0.1922478108660241,0.00014044943758666434
20151,0.0002340604812283494,0.19224262059035277,0.0
20904,0.0002340604812283494,0.19224262059035277,0.0
22424,0.0002808725774740193,0.18224474474474475,1.011982657987431e-06
22440,0.001544799176107106,0.2153362297511164,0.0009183093641583997
29,0.00032768467371968916,0.195234744143963,0.0
9837,0.0005617451549480386,0.20745243898886115,5.444409789967873e-05
9975,0.00032768467371968916,0.195234744143963,0.0
12756,0.0006553693474393783,0.20081786133960047,3.235913480322101e-05
14467,0.00032768467371968916,0.195234744143963,0.0
20160,0.0013107386948787566,0.20546311435991152,0.0002917585757381042
22370,0.0007489935399307181,0.21463306808134394,0.00013200351182510124
22544,0.0007489935399307181,0.23382224168126095,0.00032404005713188304
30,0.0005149330587023687,0.19539367774037758,4.203373241227134e-06
